date,jdobs,filter,absmag,magpsf,sigmamagpsf,limmag,instrument,programid,reducedby,refsys,issub 
"2019 Jan 20",2458503.8146,"r", 99.0, 99.0,99.0, 18.42,"P48+ZTF","2","None","None",True
"2019 Jan 20",2458503.8310,"r", 99.0, 99.0,99.0, 18.71,"P48+ZTF","2","None","None",True
"2019 Jan 20",2458503.8476,"r", -21.48, 18.75,0.17, 18.82,"P48+ZTF","2","None","None",True
"2019 Jan 20",2458503.8646,"r", -21.27, 18.96,0.27, 18.47,"P48+ZTF","2","None","None",True
"2019 Jan 20",2458503.8823,"r", -21.13, 19.11,0.14, 19.43,"P48+ZTF","2","None","None",True
"2019 Jan 20",2458503.8998,"r", -21.28, 18.95,0.12, 19.51,"P48+ZTF","2","None","None",True
"2019 Jan 20",2458503.9172,"r", -21.25, 18.98,0.12, 19.74,"P48+ZTF","2","None","None",True
"2019 Jan 20",2458503.9337,"r", -21.24, 19.00,0.12, 19.78,"P48+ZTF","2","None","None",True
"2019 Jan 20",2458503.9501,"r", -21.19, 19.04,0.12, 19.62,"P48+ZTF","2","None","None",True
"2019 Jan 22",2458505.7575,"r", -20.91, 19.32,0.30, 18.87,"P48+ZTF","2","None","None",True
"2019 Jan 22",2458505.7696,"r", -21.33, 18.90,0.23, 18.85,"P48+ZTF","2","None","None",True
"2019 Jan 22",2458505.7829,"r", -21.22, 19.01,0.19, 19.03,"P48+ZTF","2","None","None",True
"2019 Jan 22",2458505.7956,"r", 99.0, 99.0,99.0, 19.03,"P48+ZTF","2","None","None",True
"2019 Jan 22",2458505.8082,"r", -21.32, 18.91,0.19, 19.00,"P48+ZTF","2","None","None",True
"2019 Jan 22",2458505.8211,"r", -21.33, 18.90,0.16, 18.97,"P48+ZTF","2","None","None",True
"2019 Jan 22",2458505.8347,"r", -21.13, 19.10,0.20, 19.02,"P48+ZTF","2","None","None",True
"2019 Jan 22",2458505.8487,"r", 99.0, 99.0,99.0, 19.01,"P48+ZTF","2","None","None",True
"2019 Jan 22",2458505.8626,"r", -21.34, 18.89,0.15, 19.15,"P48+ZTF","2","None","None",True
"2019 Jan 22",2458505.8757,"r", -21.10, 19.13,0.21, 19.00,"P48+ZTF","2","None","None",True
"2019 Jan 22",2458505.9015,"r", 99.0, 99.0,99.0, 18.43,"P48+ZTF","2","None","None",True
"2019 Jan 22",2458505.9412,"g", -21.29, 18.94,0.21, 18.99,"P48+ZTF","1","None","None",True
"2019 Jan 22",2458505.9412,"g", -21.29, 18.94,0.21, 18.99,"P48+ZTF","1","None","None",True
"2019 Jan 22",2458506.0097,"r", -21.28, 18.95,0.15, 19.08,"P48+ZTF","1","None","None",True
"2019 Jan 22",2458506.0097,"r", -21.28, 18.95,0.15, 19.08,"P48+ZTF","1","None","None",True
"2019 Jan 23",2458506.7570,"r", -21.15, 19.08,0.17, 19.17,"P48+ZTF","2","None","None",True
"2019 Jan 23",2458506.7733,"r", -21.28, 18.95,0.15, 19.16,"P48+ZTF","2","None","None",True
"2019 Jan 23",2458506.7892,"r", -21.38, 18.85,0.14, 19.26,"P48+ZTF","2","None","None",True
"2019 Jan 23",2458506.8052,"r", -21.26, 18.97,0.13, 19.33,"P48+ZTF","2","None","None",True
"2019 Jan 23",2458506.8215,"r", -21.12, 19.11,0.17, 19.23,"P48+ZTF","2","None","None",True
"2019 Jan 23",2458506.8387,"r", -21.37, 18.86,0.12, 19.45,"P48+ZTF","2","None","None",True
"2019 Jan 23",2458506.8563,"r", -21.26, 18.97,0.11, 19.55,"P48+ZTF","2","None","None",True
"2019 Jan 23",2458506.8740,"r", -21.32, 18.91,0.11, 19.62,"P48+ZTF","2","None","None",True
"2019 Jan 23",2458506.8904,"r", -21.28, 18.95,0.12, 19.47,"P48+ZTF","2","None","None",True
"2019 Jan 23",2458506.9066,"r", -21.30, 18.93,0.13, 19.47,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.7950,"r", -21.25, 18.98,0.08, 20.08,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.7979,"r", -21.32, 18.91,0.10, 20.08,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.7979,"r", -21.32, 18.91,0.10, 20.08,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8009,"r", -21.32, 18.92,0.09, 20.09,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8038,"r", -21.32, 18.91,0.07, 20.01,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8038,"r", -21.32, 18.91,0.07, 20.01,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8068,"r", -21.24, 18.99,0.10, 20.02,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8097,"r", -21.32, 18.91,0.08, 20.01,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8097,"r", -21.32, 18.91,0.08, 20.01,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8127,"r", 99.0, 99.0,99.0, 20.01,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8156,"r", -21.29, 18.94,0.09, 19.98,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8156,"r", -21.29, 18.94,0.09, 19.98,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8186,"r", -21.21, 19.02,0.12, 19.85,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8215,"r", -21.38, 18.85,0.09, 19.96,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8215,"r", -21.38, 18.85,0.09, 19.96,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8245,"r", -21.25, 18.98,0.10, 19.90,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8275,"r", -21.33, 18.90,0.09, 19.90,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8304,"r", -21.37, 18.86,0.09, 19.69,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8304,"r", -21.37, 18.86,0.09, 19.69,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8334,"r", -21.18, 19.05,0.10, 19.96,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8363,"r", -21.34, 18.89,0.08, 20.08,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8363,"r", -21.34, 18.89,0.08, 20.08,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8393,"r", -21.27, 18.96,0.10, 20.05,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8422,"r", -21.34, 18.89,0.09, 19.98,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8422,"r", -21.34, 18.89,0.09, 19.98,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8451,"r", -21.35, 18.88,0.11, 19.83,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8481,"r", -21.26, 18.97,0.11, 19.87,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8481,"r", -21.26, 18.97,0.11, 19.87,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8510,"r", -21.31, 18.92,0.08, 19.93,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8554,"r", -21.44, 18.79,0.10, 19.58,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8554,"r", -21.44, 18.79,0.10, 19.58,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8584,"r", -21.22, 19.02,0.12, 19.80,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8613,"r", -21.35, 18.88,0.09, 19.92,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8613,"r", -21.35, 18.88,0.09, 19.92,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8643,"r", -21.32, 18.91,0.10, 19.98,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8672,"r", -21.37, 18.86,0.11, 19.75,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8702,"r", -21.26, 18.97,0.10, 19.91,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8732,"r", -21.44, 18.79,0.08, 19.89,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8762,"r", -21.41, 18.83,0.09, 19.85,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8791,"r", -21.28, 18.95,0.10, 19.90,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8791,"r", -21.28, 18.95,0.10, 19.90,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8821,"r", -21.24, 18.99,0.11, 19.81,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8821,"r", -21.24, 18.99,0.11, 19.81,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8851,"r", -21.34, 18.89,0.09, 19.88,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8880,"r", -21.37, 18.86,0.10, 19.84,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8880,"r", -21.37, 18.86,0.10, 19.84,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8910,"r", -21.34, 18.89,0.09, 19.90,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8910,"r", -21.34, 18.89,0.09, 19.90,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8940,"r", -21.29, 18.94,0.09, 20.01,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8969,"r", -21.33, 18.90,0.10, 19.81,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8969,"r", -21.33, 18.90,0.10, 19.81,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.8999,"r", -21.38, 18.85,0.11, 19.76,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9029,"r", -21.36, 18.87,0.09, 19.83,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9058,"r", -21.38, 18.85,0.10, 19.79,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9058,"r", -21.38, 18.85,0.10, 19.79,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9088,"r", -21.36, 18.87,0.09, 19.83,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9117,"r", -21.41, 18.82,0.09, 19.80,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9117,"r", -21.41, 18.82,0.09, 19.80,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9147,"r", -21.34, 18.89,0.12, 19.63,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9147,"r", -21.34, 18.89,0.12, 19.63,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9177,"r", -21.38, 18.85,0.10, 19.71,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9206,"r", -21.24, 19.00,0.13, 19.43,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9206,"r", -21.24, 19.00,0.13, 19.43,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9236,"r", -21.31, 18.92,0.11, 19.68,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9236,"r", -21.31, 18.92,0.11, 19.68,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9266,"r", -21.35, 18.88,0.11, 19.60,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9295,"r", -21.31, 18.92,0.11, 19.65,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9295,"r", -21.31, 18.92,0.11, 19.65,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9325,"r", -21.36, 18.87,0.12, 19.79,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9354,"r", -21.38, 18.85,0.12, 19.79,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9354,"r", -21.38, 18.85,0.12, 19.79,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9384,"r", -21.30, 18.93,0.13, 19.68,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9414,"r", -21.40, 18.83,0.14, 19.51,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9443,"r", -21.28, 18.95,0.12, 19.63,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9443,"r", -21.28, 18.95,0.12, 19.63,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9472,"r", -21.27, 18.96,0.12, 19.52,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9472,"r", -21.27, 18.96,0.12, 19.52,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9502,"r", -21.19, 19.04,0.13, 19.57,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9502,"r", -21.19, 19.04,0.13, 19.57,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9531,"r", -21.32, 18.91,0.10, 19.55,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9531,"r", -21.32, 18.91,0.10, 19.55,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9561,"r", -21.35, 18.88,0.12, 19.52,"P48+ZTF","2","None","None",True
"2019 Jan 24",2458507.9561,"r", -21.35, 18.88,0.12, 19.52,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.7951,"r", -21.40, 18.83,0.08, 19.93,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.7980,"r", -21.35, 18.88,0.11, 19.90,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.7980,"r", -21.35, 18.88,0.11, 19.90,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8029,"r", -21.36, 18.87,0.09, 19.81,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8058,"r", -21.32, 18.91,0.10, 19.86,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8058,"r", -21.32, 18.91,0.10, 19.86,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8088,"r", -21.35, 18.88,0.12, 19.83,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8132,"r", -21.36, 18.88,0.10, 19.83,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8132,"r", -21.36, 18.88,0.10, 19.83,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8162,"r", -21.35, 18.88,0.11, 19.84,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8191,"r", -21.40, 18.83,0.10, 19.89,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8191,"r", -21.40, 18.83,0.10, 19.89,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8221,"r", -21.44, 18.79,0.08, 20.00,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8250,"r", -21.39, 18.84,0.11, 19.91,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8250,"r", -21.39, 18.84,0.11, 19.91,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8280,"r", -21.36, 18.87,0.09, 19.99,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8309,"r", -21.34, 18.90,0.10, 19.93,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8309,"r", -21.34, 18.90,0.10, 19.93,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8339,"r", -21.28, 18.95,0.10, 20.01,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8368,"r", -21.37, 18.86,0.08, 20.03,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8368,"r", -21.37, 18.86,0.08, 20.03,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8398,"r", -21.34, 18.89,0.11, 19.95,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8427,"r", -21.29, 18.94,0.09, 19.90,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8427,"r", -21.29, 18.94,0.09, 19.90,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8457,"r", -21.41, 18.83,0.10, 19.82,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8486,"r", -21.38, 18.86,0.12, 19.80,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8486,"r", -21.38, 18.86,0.12, 19.80,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8516,"r", -21.37, 18.86,0.07, 20.05,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8545,"r", -21.38, 18.86,0.11, 19.91,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8545,"r", -21.38, 18.86,0.11, 19.91,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8575,"r", -21.34, 18.89,0.09, 20.03,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8575,"r", -21.34, 18.89,0.09, 20.03,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8605,"r", -21.31, 18.92,0.10, 19.88,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8634,"r", -21.38, 18.85,0.09, 19.94,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8634,"r", -21.38, 18.85,0.09, 19.94,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8664,"r", -21.42, 18.81,0.09, 19.94,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8707,"r", -21.41, 18.82,0.08, 19.87,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8707,"r", -21.41, 18.82,0.08, 19.87,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8737,"r", -21.18, 19.05,0.11, 19.80,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8737,"r", -21.18, 19.05,0.11, 19.80,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8767,"r", -21.33, 18.90,0.09, 19.79,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8796,"r", -21.35, 18.88,0.12, 19.85,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8796,"r", -21.35, 18.88,0.12, 19.85,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8826,"r", -21.29, 18.94,0.10, 19.78,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8826,"r", -21.29, 18.94,0.10, 19.78,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8856,"r", -21.37, 18.86,0.08, 19.85,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8885,"r", -21.39, 18.84,0.10, 19.82,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8915,"r", -21.18, 19.05,0.11, 19.99,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8915,"r", -21.18, 19.05,0.11, 19.99,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8945,"r", -21.33, 18.90,0.09, 20.01,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.8975,"r", -21.21, 19.02,0.11, 19.89,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9004,"r", -21.40, 18.83,0.10, 19.94,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9004,"r", -21.40, 18.83,0.10, 19.94,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9034,"r", -21.39, 18.84,0.10, 20.00,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9063,"r", -21.31, 18.93,0.11, 19.74,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9063,"r", -21.31, 18.93,0.11, 19.74,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9093,"r", -21.23, 19.00,0.11, 19.76,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9093,"r", -21.23, 19.00,0.11, 19.76,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9123,"r", -21.35, 18.88,0.11, 19.82,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9152,"r", -21.43, 18.80,0.11, 19.84,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9152,"r", -21.43, 18.80,0.11, 19.84,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9182,"r", -21.33, 18.91,0.09, 20.01,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9212,"r", -21.26, 18.97,0.09, 19.93,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9241,"r", -21.33, 18.90,0.09, 19.86,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9241,"r", -21.33, 18.90,0.09, 19.86,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9271,"r", -21.42, 18.81,0.09, 20.01,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9300,"r", -21.34, 18.89,0.09, 19.89,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9300,"r", -21.34, 18.89,0.09, 19.89,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9330,"r", -21.32, 18.91,0.11, 19.83,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9359,"r", -21.29, 18.94,0.10, 19.89,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9359,"r", -21.29, 18.94,0.10, 19.89,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9389,"r", -21.41, 18.82,0.12, 19.90,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9418,"r", -21.32, 18.92,0.09, 19.85,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9418,"r", -21.32, 18.92,0.09, 19.85,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9448,"r", -21.31, 18.92,0.12, 19.77,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9477,"r", -21.30, 18.93,0.11, 19.77,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9507,"r", -21.29, 18.95,0.11, 19.74,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9507,"r", -21.29, 18.95,0.11, 19.74,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9537,"r", -21.34, 18.89,0.08, 19.89,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9566,"r", -21.36, 18.87,0.09, 19.96,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9566,"r", -21.36, 18.87,0.09, 19.96,"P48+ZTF","2","None","None",True
"2019 Jan 25",2458508.9671,"r", -21.34, 18.89,0.09, 19.89,"P48+ZTF","1","None","None",True
"2019 Jan 25",2458508.9671,"r", -21.34, 18.89,0.09, 19.89,"P48+ZTF","1","None","None",True
"2019 Jan 25",2458509.0288,"g", -21.34, 18.90,0.11, 19.68,"P48+ZTF","1","None","None",True
"2019 Jan 25",2458509.0288,"g", -21.34, 18.90,0.11, 19.68,"P48+ZTF","1","None","None",True
"2019 Jan 26",2458509.7956,"r", -21.39, 18.84,0.10, 19.89,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.7985,"r", -21.36, 18.87,0.10, 19.85,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.7985,"r", -21.36, 18.87,0.10, 19.85,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8015,"r", -21.37, 18.86,0.10, 19.73,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8044,"r", -21.40, 18.83,0.11, 19.78,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8044,"r", -21.40, 18.83,0.11, 19.78,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8074,"r", -21.40, 18.83,0.11, 19.81,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8103,"r", -21.26, 18.97,0.12, 19.65,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8103,"r", -21.26, 18.97,0.12, 19.65,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8133,"r", -21.48, 18.75,0.08, 19.80,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8162,"r", 99.0, 99.0,99.0, 19.75,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8192,"r", -21.44, 18.79,0.09, 19.72,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8221,"r", -21.37, 18.86,0.10, 19.83,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8221,"r", -21.37, 18.86,0.10, 19.83,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8251,"r", -21.43, 18.80,0.13, 19.71,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8251,"r", -21.43, 18.80,0.13, 19.71,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8281,"r", -21.39, 18.84,0.12, 19.68,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8310,"r", -21.35, 18.88,0.11, 19.71,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8310,"r", -21.35, 18.88,0.11, 19.71,"P48+ZTF","2","None","None",True
"2019 Jan 26",2458509.8339,"r", -21.29, 18.94,0.11, 19.79,"P48+ZTF","2","None","None",True
